sample_name	organism	isolate	ecotype	dev_stage	geo_loc_name	tissue	growth_protocol	lat_lon	isolation_source
HILO2	Zea mays subsp. mays	family_A_seed_xi	RIMMA0370	seedling	Mexico:Puruandiro	leaf	greenhouse	20.1076 N 101.49 W	Elevation: 1915 m
HILO3	Zea mays subsp. mays	family_A_seed_xi	RIMMA0366	seedling	Mexico:Jicaltepec	leaf	greenhouse	19.3764 N 99.6303 W	Elevation: 2587 m
HILO5	Zea mays subsp. mays	family_B_seed_xi	RIMMA0361	seedling	Mexico:Penjamillo	leaf	greenhouse	20.1176 N 101.93 W	Elevation: 1705 m
HILO6	Zea mays subsp. mays	family_E_seed_xi	RIMMA0365	seedling	Mexico:Tlapala	leaf	greenhouse	19.2351 N 98.8368 W	Elevation: 2272 m
HILO7	Zea mays subsp. mexicana	family_G_seed_xi	RIMME0025	seedling	Mexico:Cocotilan	leaf	greenhouse	19.2244 N 98.8427 W	Elevation: 2269 m
HILO8	Zea mays subsp. mays	family_F_seed_xi	RIMMA0370	seedling	Mexico:Puruandiro	leaf	greenhouse	20.1076 N 101.49 W	Elevation: 1915 m
HILO9	Zea mays subsp. mexicana	family_I_seed_xi	RIMME0030	seedling	Mexico:San Pedro	leaf	greenhouse	19.0886 N 98.4935 W	Elevation: 2459 m
HILO10	Zea mays subsp. mays	family_G_seed_xi	RIMMA0368	seedling	Mexico:Opopeo	leaf	greenhouse	19.4181 N 101.613 W	Elevation: 2213 m
HILO11	Zea mays subsp. mays	family_D_seed_xi	RIMMA0372	seedling	Mexico:San Pedro	leaf	greenhouse	19.0886 N 98.4935 W	Elevation: 2459 m
HILO12	Zea mays subsp. mexicana	family_L_seed_xi	RIMME0027	seedling	Mexico:Amatlan	leaf	greenhouse	18.9719 N 99.0551 W	Elevation: 1658 m
HILO13	Zea mays subsp. mexicana	family_A_seed_xi	RIMME0018	seedling	Mexico:Nabogame	leaf	greenhouse	26.2465 N 106.915 W	Elevation: 2020 m
HILO15	Zea mays subsp. mexicana	family_H_seed_xi	RIMME0028	seedling	Mexico:Puruandiro	leaf	greenhouse	20.1076 N 101.49 W	Elevation: 1915 m
HILO16	Zea mays subsp. mays	family_D_seed_xi	RIMMA0374	seedling	Mexico:Xochimilco	leaf	greenhouse	19.2861 N 99.0827 W	Elevation: 2237 m
HILO17	Zea mays subsp. mays	family_B_seed_xi	RIMMA0372	seedling	Mexico:San Pedro	leaf	greenhouse	19.0886 N 98.4935 W	Elevation: 2459 m
HILO18	Zea mays subsp. mexicana	family_I_seed_xi	RIMME0027	seedling	Mexico:Amatlan	leaf	greenhouse	18.9719 N 99.0551 W	Elevation: 1658 m
HILO19	Zea mays subsp. mexicana	family_J_seed_xi	RIMME0030	seedling	Mexico:San Pedro	leaf	greenhouse	19.0886 N 98.4935 W	Elevation: 2459 m
HILO20	Zea mays subsp. mexicana	family_D_seed_xi	RIMME0019	seedling	Mexico:Penjamillo	leaf	greenhouse	20.1176 N 101.93 W	Elevation: 1705 m
HILO21	Zea mays subsp. mays	family_J_seed_xi	RIMMA0374	seedling	Mexico:Xochimilco	leaf	greenhouse	19.2861 N 99.0827 W	Elevation: 2237 m
HILO22	Zea mays subsp. mays	family_C_seed_xi	RIMMA0368	seedling	Mexico:Opopeo	leaf	greenhouse	19.4181 N 101.613 W	Elevation: 2213 m
HILO23	Zea mays subsp. mays	family_B_seed_xi	RIMMA0369	seedling	Mexico:Amatlan	leaf	greenhouse	18.9719 N 99.0551 W	Elevation: 1658 m
HILO25	Zea mays subsp. mays	family_F_seed_xi	RIMMA0365	seedling	Mexico:Tlapala	leaf	greenhouse	19.2351 N 98.8368 W	Elevation: 2272 m
HILO27	Zea mays subsp. mexicana	family_E_seed_xi	RIMME0027	seedling	Mexico:Amatlan	leaf	greenhouse	18.9719 N 99.0551 W	Elevation: 1658 m
HILO28	Zea mays subsp. mexicana	family_P_seed_xi	RIMME0027	seedling	Mexico:Amatlan	leaf	greenhouse	18.9719 N 99.0551 W	Elevation: 1658 m
HILO29	Zea mays subsp. mexicana	family_D_seed_xi	RIMME0027	seedling	Mexico:Amatlan	leaf	greenhouse	18.9719 N 99.0551 W	Elevation: 1658 m
HILO33	Zea mays subsp. mexicana	family_G_seed_xi	RIMME0024	seedling	Mexico:Jicaltepec	leaf	greenhouse	19.3764 N 99.6303 W	Elevation: 2587 m
HILO34	Zea mays subsp. mexicana	family_D_seed_xi	RIMME0035	seedling	Mexico:Xochimilco	leaf	greenhouse	19.2861 N 99.0827 W	Elevation: 2237 m
HILO37	Zea mays subsp. mays	family_F_seed_xi	RIMMA0367	seedling	Mexico:Cocotilan	leaf	greenhouse	19.2244 N 98.8427 W	Elevation: 2269 m
HILO38	Zea mays subsp. mexicana	family_K_seed_xi	RIMME0028	seedling	Mexico:Puruandiro	leaf	greenhouse	20.1076 N 101.49 W	Elevation: 1915 m
HILO39	Zea mays subsp. mexicana	family_B_seed_xi	RIMME0030	seedling	Mexico:San Pedro	leaf	greenhouse	19.0886 N 98.4935 W	Elevation: 2459 m
HILO40	Zea mays subsp. mexicana	family_H_seed_xi	RIMME0018	seedling	Mexico:Nabogame	leaf	greenhouse	26.2465 N 106.915 W	Elevation: 2020 m
HILO41	Zea mays subsp. mexicana	family_L_seed_xi	RIMME0026	seedling	Mexico:Opopeo	leaf	greenhouse	19.4181 N 101.613 W	Elevation: 2213 m
HILO42	Zea mays subsp. mays	family_D_seed_xi	RIMMA0370	seedling	Mexico:Puruandiro	leaf	greenhouse	20.1076 N 101.49 W	Elevation: 1915 m
HILO43	Zea mays subsp. mexicana	family_B_seed_xi	RIMME0024	seedling	Mexico:Jicaltepec	leaf	greenhouse	19.3764 N 99.6303 W	Elevation: 2587 m
HILO44	Zea mays subsp. mays	family_A_seed_xi	RIMMA0369	seedling	Mexico:Amatlan	leaf	greenhouse	18.9719 N 99.0551 W	Elevation: 1658 m
HILO45	Zea mays subsp. mexicana	family_E_seed_xi	RIMME0035	seedling	Mexico:Xochimilco	leaf	greenhouse	19.2861 N 99.0827 W	Elevation: 2237 m
HILO46	Zea mays subsp. mays	family_G_seed_xi	RIMMA0370	seedling	Mexico:Puruandiro	leaf	greenhouse	20.1076 N 101.49 W	Elevation: 1915 m
HILO47	Zea mays subsp. mexicana	family_A_seed_xi	RIMME0019	seedling	Mexico:Penjamillo	leaf	greenhouse	20.1176 N 101.93 W	Elevation: 1705 m
HILO48	Zea mays subsp. mexicana	family_J_seed_xi	RIMME0028	seedling	Mexico:Puruandiro	leaf	greenhouse	20.1076 N 101.49 W	Elevation: 1915 m
HILO50	Zea mays subsp. mays	family_E_seed_xi	RIMMA0360	seedling	Mexico:Nabogame	leaf	greenhouse	26.2465 N 106.915 W	Elevation: 2020 m
HILO51	Zea mays subsp. mexicana	family_C_seed_xi	RIMME0018	seedling	Mexico:Nabogame	leaf	greenhouse	26.2465 N 106.915 W	Elevation: 2020 m
HILO52	Zea mays subsp. mexicana	family_E_seed_xi	RIMME0025	seedling	Mexico:Cocotilan	leaf	greenhouse	19.2244 N 98.8427 W	Elevation: 2269 m
HILO53	Zea mays subsp. mexicana	family_E_seed_xi	RIMME0018	seedling	Mexico:Nabogame	leaf	greenhouse	26.2465 N 106.915 W	Elevation: 2020 m
HILO54	Zea mays subsp. mexicana	family_D_seed_xi	RIMME0018	seedling	Mexico:Nabogame	leaf	greenhouse	26.2465 N 106.915 W	Elevation: 2020 m
HILO55	Zea mays subsp. mexicana	family_A_seed_xi	RIMME0030	seedling	Mexico:San Pedro	leaf	greenhouse	19.0886 N 98.4935 W	Elevation: 2459 m
HILO56	Zea mays subsp. mexicana	family_E_seed_xi	RIMME0030	seedling	Mexico:San Pedro	leaf	greenhouse	19.0886 N 98.4935 W	Elevation: 2459 m
HILO58	Zea mays subsp. mexicana	family_C_seed_xi	RIMME0025	seedling	Mexico:Cocotilan	leaf	greenhouse	19.2244 N 98.8427 W	Elevation: 2269 m
HILO59	Zea mays subsp. mexicana	family_M_seed_xi	RIMME0026	seedling	Mexico:Opopeo	leaf	greenhouse	19.4181 N 101.613 W	Elevation: 2213 m
HILO60	Zea mays subsp. mexicana	family_D_seed_xi	RIMME0031	seedling	Mexico:Tenango del Aire	leaf	greenhouse	19.1197 N 99.5896 W	Elevation: 2609 m
HILO61	Zea mays subsp. mexicana	family_B_seed_xi	RIMME0025	seedling	Mexico:Cocotilan	leaf	greenhouse	19.2244 N 98.8427 W	Elevation: 2269 m
HILO65	Zea mays subsp. mexicana	family_D_seed_xi	RIMME0024	seedling	Mexico:Jicaltepec	leaf	greenhouse	19.3764 N 99.6303 W	Elevation: 2587 m
HILO67	Zea mays subsp. mexicana	family_B_seed_xi	RIMME0018	seedling	Mexico:Nabogame	leaf	greenhouse	26.2465 N 106.915 W	Elevation: 2020 m
HILO71	Zea mays subsp. mexicana	family_O_seed_xi	RIMME0031	seedling	Mexico:Tenango del Aire	leaf	greenhouse	19.1197 N 99.5896 W	Elevation: 2609 m
HILO73	Zea mays subsp. mexicana	family_G_seed_xi	RIMME0019	seedling	Mexico:Penjamillo	leaf	greenhouse	20.1176 N 101.93 W	Elevation: 1705 m
HILO76	Zea mays subsp. mays	family_H_seed_xi	RIMMA0367	seedling	Mexico:Cocotilan	leaf	greenhouse	19.2244 N 98.8427 W	Elevation: 2269 m
HILO78	Zea mays subsp. mays	family_J_seed_xi	RIMMA0366	seedling	Mexico:Jicaltepec	leaf	greenhouse	19.3764 N 99.6303 W	Elevation: 2587 m
HILO79	Zea mays subsp. mexicana	family_H_seed_xi	RIMME0019	seedling	Mexico:Penjamillo	leaf	greenhouse	20.1176 N 101.93 W	Elevation: 1705 m
HILO82	Zea mays subsp. mexicana	family_I_seed_xi	RIMME0025	seedling	Mexico:Cocotilan	leaf	greenhouse	19.2244 N 98.8427 W	Elevation: 2269 m
HILO83	Zea mays subsp. mexicana	family_J_seed_xi	RIMME0031	seedling	Mexico:Tenango del Aire	leaf	greenhouse	19.1197 N 99.5896 W	Elevation: 2609 m
HILO85	Zea mays subsp. mays	family_G_seed_xi	RIMMA0374	seedling	Mexico:Xochimilco	leaf	greenhouse	19.2861 N 99.0827 W	Elevation: 2237 m
HILO86	Zea mays subsp. mexicana	family_I_seed_xi	RIMME0019	seedling	Mexico:Penjamillo	leaf	greenhouse	20.1176 N 101.93 W	Elevation: 1705 m
HILO87	Zea mays subsp. mays	family_J_seed_xi	RIMMA0370	seedling	Mexico:Puruandiro	leaf	greenhouse	20.1076 N 101.49 W	Elevation: 1915 m
HILO88	Zea mays subsp. mexicana	family_I_seed_xi	RIMME0024	seedling	Mexico:Jicaltepec	leaf	greenhouse	19.3764 N 99.6303 W	Elevation: 2587 m
HILO89	Zea mays subsp. mays	family_G_seed_xi	RIMMA0361	seedling	Mexico:Penjamillo	leaf	greenhouse	20.1176 N 101.93 W	Elevation: 1705 m
HILO90	Zea mays subsp. mays	family_C_seed_xi	RIMMA0369	seedling	Mexico:Amatlan	leaf	greenhouse	18.9719 N 99.0551 W	Elevation: 1658 m
HILO91	Zea mays subsp. mays	family_E_seed_xi	RIMMA0370	seedling	Mexico:Puruandiro	leaf	greenhouse	20.1076 N 101.49 W	Elevation: 1915 m
HILO93	Zea mays subsp. mays	family_I_seed_xi	RIMMA0361	seedling	Mexico:Penjamillo	leaf	greenhouse	20.1176 N 101.93 W	Elevation: 1705 m
HILO94	Zea mays subsp. mexicana	family_M_seed_xi	RIMME0030	seedling	Mexico:San Pedro	leaf	greenhouse	19.0886 N 98.4935 W	Elevation: 2459 m
HILO95	Zea mays subsp. mays	family_D_seed_xi	RIMMA0366	seedling	Mexico:Jicaltepec	leaf	greenhouse	19.3764 N 99.6303 W	Elevation: 2587 m
HILO96	Zea mays subsp. mexicana	family_H_seed_xi	RIMME0026	seedling	Mexico:Opopeo	leaf	greenhouse	19.4181 N 101.613 W	Elevation: 2213 m
HILO97	Zea mays subsp. mexicana	family_G_seed_xi	RIMME0018	seedling	Mexico:Nabogame	leaf	greenhouse	26.2465 N 106.915 W	Elevation: 2020 m
HILO98	Zea mays subsp. mexicana	family_N_seed_xi	RIMME0028	seedling	Mexico:Puruandiro	leaf	greenhouse	20.1076 N 101.49 W	Elevation: 1915 m
HILO101	Zea mays subsp. mays	family_B_seed_xi	RIMMA0367	seedling	Mexico:Cocotilan	leaf	greenhouse	19.2244 N 98.8427 W	Elevation: 2269 m
HILO102	Zea mays subsp. mexicana	family_J_seed_xi	RIMME0035	seedling	Mexico:Xochimilco	leaf	greenhouse	19.2861 N 99.0827 W	Elevation: 2237 m
HILO103	Zea mays subsp. mexicana	family_A_seed_xi	RIMME0027	seedling	Mexico:Amatlan	leaf	greenhouse	18.9719 N 99.0551 W	Elevation: 1658 m
HILO104	Zea mays subsp. mexicana	family_I_seed_xi	RIMME0028	seedling	Mexico:Puruandiro	leaf	greenhouse	20.1076 N 101.49 W	Elevation: 1915 m
HILO105	Zea mays subsp. mexicana	family_K_seed_xi	RIMME0035	seedling	Mexico:Xochimilco	leaf	greenhouse	19.2861 N 99.0827 W	Elevation: 2237 m
HILO106	Zea mays subsp. mexicana	family_E_seed_xi	RIMME0024	seedling	Mexico:Jicaltepec	leaf	greenhouse	19.3764 N 99.6303 W	Elevation: 2587 m
HILO107	Zea mays subsp. mexicana	family_F_seed_xi	RIMME0025	seedling	Mexico:Cocotilan	leaf	greenhouse	19.2244 N 98.8427 W	Elevation: 2269 m
HILO109	Zea mays subsp. mays	family_H_seed_xi	RIMMA0366	seedling	Mexico:Jicaltepec	leaf	greenhouse	19.3764 N 99.6303 W	Elevation: 2587 m
HILO110	Zea mays subsp. mexicana	family_F_seed_xi	RIMME0024	seedling	Mexico:Jicaltepec	leaf	greenhouse	19.3764 N 99.6303 W	Elevation: 2587 m
HILO111	Zea mays subsp. mexicana	family_I_seed_xi	RIMME0035	seedling	Mexico:Xochimilco	leaf	greenhouse	19.2861 N 99.0827 W	Elevation: 2237 m
HILO113	Zea mays subsp. mexicana	family_M_seed_xi	RIMME0028	seedling	Mexico:Puruandiro	leaf	greenhouse	20.1076 N 101.49 W	Elevation: 1915 m
HILO114	Zea mays subsp. mays	family_C_seed_xi	RIMMA0367	seedling	Mexico:Cocotilan	leaf	greenhouse	19.2244 N 98.8427 W	Elevation: 2269 m
HILO116	Zea mays subsp. mexicana	family_B_seed_xi	RIMME0035	seedling	Mexico:Xochimilco	leaf	greenhouse	19.2861 N 99.0827 W	Elevation: 2237 m
HILO117	Zea mays subsp. mays	family_D_seed_xi	RIMMA0365	seedling	Mexico:Tlapala	leaf	greenhouse	19.2351 N 98.8368 W	Elevation: 2272 m
HILO118	Zea mays subsp. mexicana	family_J_seed_xi	RIMME0026	seedling	Mexico:Opopeo	leaf	greenhouse	19.4181 N 101.613 W	Elevation: 2213 m
HILO119	Zea mays subsp. mays	family_H_seed_xi	RIMMA0370	seedling	Mexico:Puruandiro	leaf	greenhouse	20.1076 N 101.49 W	Elevation: 1915 m
HILO120	Zea mays subsp. mexicana	family_E_seed_xi	RIMME0023	seedling	Mexico:Tlapala	leaf	greenhouse	19.2351 N 98.8368 W	Elevation: 2272 m
HILO121	Zea mays subsp. mays	family_I_seed_xi	RIMMA0368	seedling	Mexico:Opopeo	leaf	greenhouse	19.4181 N 101.613 W	Elevation: 2213 m
HILO122	Zea mays subsp. mexicana	family_H_seed_xi	RIMME0027	seedling	Mexico:Amatlan	leaf	greenhouse	18.9719 N 99.0551 W	Elevation: 1658 m
HILO124	Zea mays subsp. mexicana	family_C_seed_xi	RIMME0030	seedling	Mexico:San Pedro	leaf	greenhouse	19.0886 N 98.4935 W	Elevation: 2459 m
HILO125	Zea mays subsp. mays	family_C_seed_x	RIMMA0361	seedling	Mexico:Penjamillo	leaf	greenhouse	20.1176 N 101.93 W	Elevation: 1705 m
HILO127	Zea mays subsp. mays	family_F_seed_xi	RIMMA0369	seedling	Mexico:Amatlan	leaf	greenhouse	18.9719 N 99.0551 W	Elevation: 1658 m
HILO128	Zea mays subsp. mexicana	family_B_seed_xi	RIMME0023	seedling	Mexico:Tlapala	leaf	greenhouse	19.2351 N 98.8368 W	Elevation: 2272 m
HILO129	Zea mays subsp. mexicana	family_N_seed_xi	RIMME0027	seedling	Mexico:Amatlan	leaf	greenhouse	18.9719 N 99.0551 W	Elevation: 1658 m
HILO130	Zea mays subsp. mays	family_E_seed_xi	RIMMA0366	seedling	Mexico:Jicaltepec	leaf	greenhouse	19.3764 N 99.6303 W	Elevation: 2587 m
HILO131	Zea mays subsp. mays	family_B_seed_xi	RIMMA0373	seedling	Mexico:Tenango del Aire	leaf	greenhouse	19.1197 N 99.5896 W	Elevation: 2609 m
HILO132	Zea mays subsp. mays	family_H_seed_xi	RIMMA0361	seedling	Mexico:Penjamillo	leaf	greenhouse	20.1176 N 101.93 W	Elevation: 1705 m
HILO133	Zea mays subsp. mexicana	family_A_seed_xi	RIMME0025	seedling	Mexico:Cocotilan	leaf	greenhouse	19.2244 N 98.8427 W	Elevation: 2269 m
HILO134	Zea mays subsp. mexicana	family_A_seed_xi	RIMME0031	seedling	Mexico:Tenango del Aire	leaf	greenhouse	19.1197 N 99.5896 W	Elevation: 2609 m
HILO135	Zea mays subsp. mays	family_B_seed_x	RIMMA0360	seedling	Mexico:Nabogame	leaf	greenhouse	26.2465 N 106.915 W	Elevation: 2020 m
HILO137	Zea mays subsp. mays	family_H_seed_xi	RIMMA0374	seedling	Mexico:Xochimilco	leaf	greenhouse	19.2861 N 99.0827 W	Elevation: 2237 m
HILO139	Zea mays subsp. mexicana	family_H_seed_xi	RIMME0030	seedling	Mexico:San Pedro	leaf	greenhouse	19.0886 N 98.4935 W	Elevation: 2459 m
HILO140	Zea mays subsp. mexicana	family_F_seed_xi	RIMME0018	seedling	Mexico:Nabogame	leaf	greenhouse	26.2465 N 106.915 W	Elevation: 2020 m
